,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,week,month,revenue,lag_week,lag_q,lag_unit_price
334765,556473,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,6/12/2011 12:00,2.95,17265.0,United Kingdom,23,6,2.95,23.0,6.0,2.95
334764,556473,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,6/12/2011 12:00,2.95,17265.0,United Kingdom,23,6,5.9,23.0,1.0,2.95
396587,556475,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,6/12/2011 12:03,2.95,18109.0,United Kingdom,23,6,8.850000000000001,23.0,2.0,2.95
316451,556484,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,6/12/2011 13:17,2.95,16938.0,United Kingdom,23,6,29.5,23.0,3.0,2.95
335904,556487,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,6/12/2011 13:51,2.95,17289.0,United Kingdom,23,6,14.75,23.0,10.0,2.95
394102,556495,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/12/2011 15:14,2.95,18069.0,United Kingdom,23,6,17.700000000000003,23.0,5.0,2.95
79599,556503,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,6/13/2011 8:44,2.95,13517.0,United Kingdom,24,6,35.400000000000006,23.0,6.0,2.95
123780,556520,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,6/13/2011 11:10,2.95,14177.0,United Kingdom,24,6,5.9,24.0,12.0,2.95
319166,556632,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,6/13/2011 15:09,2.95,16987.0,United Kingdom,24,6,5.9,24.0,2.0,2.95
470706,556636,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,6/13/2011 15:30,5.79,,United Kingdom,24,6,5.79,24.0,2.0,2.95
362659,556727,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,6/14/2011 11:33,2.55,17675.0,United Kingdom,24,6,81.6,24.0,1.0,5.79
406235,556731,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/14/2011 11:41,2.95,18283.0,United Kingdom,24,6,17.700000000000003,24.0,32.0,2.55
333709,556768,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,6/14/2011 12:21,2.95,17243.0,United Kingdom,24,6,23.6,24.0,6.0,2.95
147587,556780,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,6/14/2011 12:46,2.95,14524.0,United Kingdom,24,6,8.850000000000001,24.0,8.0,2.95
471181,556813,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,6/14/2011 17:28,5.79,,United Kingdom,24,6,5.79,24.0,3.0,2.95
177307,556815,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,6/15/2011 8:36,2.95,14852.0,United Kingdom,24,6,35.400000000000006,24.0,1.0,5.79
471295,556821,85123a,WHITE HANGING HEART T-LIGHT HOLDER,1,6/15/2011 10:22,6.63,,United Kingdom,24,6,6.63,24.0,12.0,2.95
471311,556823,85123a,WHITE HANGING HEART T-LIGHT HOLDER,1,6/15/2011 10:24,6.63,,United Kingdom,24,6,6.63,24.0,1.0,6.63
350684,556845,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,6/15/2011 11:30,2.55,17511.0,United Kingdom,24,6,163.2,24.0,1.0,6.63
269952,556876,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,6/15/2011 11:56,2.95,16241.0,United Kingdom,24,6,5.9,24.0,64.0,2.55
31316,556910,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,6/15/2011 13:25,2.95,12748.0,United Kingdom,24,6,11.8,24.0,2.0,2.95
311163,556916,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,6/15/2011 13:35,2.95,16898.0,United Kingdom,24,6,5.9,24.0,4.0,2.95
273913,556926,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,6/15/2011 14:26,2.95,16324.0,United Kingdom,24,6,2.95,24.0,2.0,2.95
471619,556932,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,6/15/2011 15:41,5.79,,United Kingdom,24,6,5.79,24.0,1.0,2.95
365731,556937,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,6/15/2011 16:05,2.55,17716.0,United Kingdom,24,6,81.6,24.0,1.0,5.79
264893,556964,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/16/2011 9:46,2.95,16145.0,United Kingdom,24,6,17.700000000000003,24.0,32.0,2.55
129871,557018,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,6/16/2011 12:36,2.95,14285.0,United Kingdom,24,6,5.9,24.0,6.0,2.95
65569,557064,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,6/16/2011 15:07,2.95,13263.0,United Kingdom,24,6,5.9,24.0,2.0,2.95
55256,557067,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,6/16/2011 15:12,2.55,13098.0,United Kingdom,24,6,81.6,24.0,2.0,2.95
398183,557210,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,6/17/2011 11:49,2.95,18118.0,United Kingdom,24,6,23.6,24.0,32.0,2.55
192107,557213,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,6/17/2011 12:16,2.95,15021.0,United Kingdom,24,6,5.9,24.0,8.0,2.95
309225,557221,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,6/17/2011 13:01,2.95,16869.0,United Kingdom,24,6,14.75,24.0,2.0,2.95
358978,557255,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,6/19/2011 10:11,2.55,17616.0,United Kingdom,24,6,163.2,24.0,5.0,2.95
370262,557271,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/19/2011 11:41,2.95,17769.0,United Kingdom,24,6,17.700000000000003,24.0,64.0,2.55
315704,557276,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/19/2011 12:05,2.95,16931.0,United Kingdom,24,6,17.700000000000003,24.0,6.0,2.95
53306,557278,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,6/19/2011 12:08,2.95,13089.0,United Kingdom,24,6,35.400000000000006,24.0,6.0,2.95
342920,557284,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,6/19/2011 12:29,2.95,17377.0,United Kingdom,24,6,8.850000000000001,24.0,12.0,2.95
196992,557285,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,6/19/2011 12:31,2.55,15046.0,United Kingdom,24,6,81.6,24.0,3.0,2.95
49183,557299,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,6/19/2011 13:56,2.95,13047.0,United Kingdom,24,6,35.400000000000006,24.0,32.0,2.55
80473,557313,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,6/19/2011 15:56,2.95,13524.0,United Kingdom,24,6,35.400000000000006,24.0,12.0,2.95
297867,557349,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/20/2011 10:34,2.95,16717.0,United Kingdom,25,6,17.700000000000003,24.0,12.0,2.95
472831,557502,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23,6/20/2011 15:32,5.79,,United Kingdom,25,6,133.17,25.0,6.0,2.95
35603,557525,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/21/2011 9:26,2.95,12759.0,Netherlands,25,6,17.700000000000003,25.0,23.0,5.79
255426,557570,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,6/21/2011 10:48,2.95,15998.0,United Kingdom,25,6,5.9,25.0,6.0,2.95
218212,557634,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,6/21/2011 15:24,2.95,15412.0,United Kingdom,25,6,5.9,25.0,2.0,2.95
473083,557644,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,6/21/2011 17:06,5.79,,United Kingdom,25,6,17.37,25.0,2.0,2.95
361930,557763,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/22/2011 14:10,2.95,17669.0,United Kingdom,25,6,17.700000000000003,25.0,3.0,5.79
232212,557771,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/22/2011 14:43,2.95,15601.0,United Kingdom,25,6,17.700000000000003,25.0,6.0,2.95
139388,557776,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/22/2011 15:07,2.95,14422.0,United Kingdom,25,6,17.700000000000003,25.0,6.0,2.95
358773,557849,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,6/23/2011 10:52,2.95,17613.0,United Kingdom,25,6,35.400000000000006,25.0,6.0,2.95
122302,557858,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,6/23/2011 11:51,2.95,14159.0,United Kingdom,25,6,11.8,25.0,12.0,2.95
316792,557878,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,6/23/2011 13:13,2.95,16940.0,United Kingdom,25,6,11.8,25.0,4.0,2.95
372064,557886,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/23/2011 13:39,2.95,17799.0,United Kingdom,25,6,17.700000000000003,25.0,4.0,2.95
360982,557891,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,6/23/2011 14:05,2.95,17652.0,United Kingdom,25,6,35.400000000000006,25.0,6.0,2.95
100963,557935,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/23/2011 15:26,2.95,13929.0,United Kingdom,25,6,17.700000000000003,25.0,12.0,2.95
473698,557938,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,6/23/2011 15:35,2.95,,United Kingdom,25,6,14.75,25.0,6.0,2.95
226818,557949,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,6/23/2011 17:20,2.95,15530.0,United Kingdom,25,6,35.400000000000006,25.0,5.0,2.95
192814,557954,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,6/23/2011 18:44,2.55,15023.0,United Kingdom,25,6,81.6,25.0,12.0,2.95
266624,557955,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,6/23/2011 18:59,2.95,16175.0,United Kingdom,25,6,35.400000000000006,25.0,32.0,2.55
406273,557956,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,6/23/2011 19:20,2.95,18283.0,United Kingdom,25,6,2.95,25.0,12.0,2.95
74378,558043,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,6/24/2011 13:28,2.95,13425.0,United Kingdom,25,6,35.400000000000006,25.0,1.0,2.95
473776,558046,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/24/2011 13:47,2.95,,EIRE,25,6,17.700000000000003,25.0,12.0,2.95
205243,558056,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,6/24/2011 14:54,2.95,15186.0,United Kingdom,25,6,35.400000000000006,25.0,6.0,2.95
235637,558057,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,6/24/2011 14:57,2.95,15665.0,United Kingdom,25,6,23.6,25.0,12.0,2.95
73364,558077,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,6/26/2011 10:59,2.55,13408.0,United Kingdom,25,6,81.6,25.0,8.0,2.95
221958,558126,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,6/27/2011 10:29,2.55,15482.0,United Kingdom,26,6,163.2,25.0,32.0,2.55
153904,558194,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,6/27/2011 12:28,2.95,14583.0,United Kingdom,26,6,2.95,26.0,64.0,2.55
123433,558247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,6/27/2011 16:46,2.95,14167.0,United Kingdom,26,6,2.95,26.0,1.0,2.95
99917,558271,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,6/28/2011 10:17,2.95,13895.0,United Kingdom,26,6,35.400000000000006,26.0,1.0,2.95
474528,558340,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,6/28/2011 14:01,0.0,,United Kingdom,26,6,0.0,26.0,12.0,2.95
474679,558388,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/29/2011 10:00,2.95,,EIRE,26,6,17.700000000000003,26.0,1.0,0.0
260990,558416,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,6/29/2011 10:50,2.95,16059.0,United Kingdom,26,6,11.8,26.0,6.0,2.95
133610,558455,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,6/29/2011 13:58,2.95,14327.0,United Kingdom,26,6,70.80000000000001,26.0,4.0,2.95
148459,558458,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,6/29/2011 14:17,2.95,14527.0,United Kingdom,26,6,2.95,26.0,24.0,2.95
65626,558461,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,6/29/2011 15:03,2.95,13263.0,United Kingdom,26,6,8.850000000000001,26.0,1.0,2.95
103431,558462,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,6/29/2011 15:11,2.55,13982.0,United Kingdom,26,6,81.6,26.0,3.0,2.95
303812,558478,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,6/29/2011 16:07,2.95,16775.0,United Kingdom,26,6,8.850000000000001,26.0,32.0,2.55
374642,558479,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,6/29/2011 16:44,2.95,17837.0,United Kingdom,26,6,11.8,26.0,3.0,2.95
209076,558480,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/30/2011 8:17,2.95,15271.0,United Kingdom,26,6,17.700000000000003,26.0,4.0,2.95
129240,558484,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/30/2011 10:09,2.95,14267.0,United Kingdom,26,6,17.700000000000003,26.0,6.0,2.95
297910,558533,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/30/2011 11:49,2.95,16717.0,United Kingdom,26,6,17.700000000000003,26.0,6.0,2.95
104060,558534,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/30/2011 11:54,2.95,13988.0,United Kingdom,26,6,17.700000000000003,26.0,6.0,2.95
288578,558539,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/30/2011 12:14,2.95,16556.0,United Kingdom,26,6,17.700000000000003,26.0,6.0,2.95
84168,558542,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,6/30/2011 12:23,2.95,13593.0,United Kingdom,26,6,11.8,26.0,6.0,2.95
152395,558563,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/30/2011 13:43,2.95,14561.0,United Kingdom,26,6,17.700000000000003,26.0,4.0,2.95
284298,558611,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/30/2011 15:35,2.95,16475.0,United Kingdom,26,6,17.700000000000003,26.0,6.0,2.95
326825,558671,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,7/1/2011 10:47,2.95,17123.0,United Kingdom,26,7,53.1,26.0,6.0,2.95
31558,558707,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,7/1/2011 12:58,2.95,12748.0,United Kingdom,26,7,2.95,26.0,18.0,2.95
338895,558709,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/1/2011 13:02,2.95,17338.0,United Kingdom,26,7,17.700000000000003,26.0,1.0,2.95
289773,558718,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/1/2011 13:31,2.95,16589.0,United Kingdom,26,7,17.700000000000003,26.0,6.0,2.95
138646,558746,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,7/1/2011 17:23,2.95,14415.0,United Kingdom,26,7,23.6,26.0,6.0,2.95
315750,558752,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,7/3/2011 11:40,2.95,16931.0,United Kingdom,26,7,26.55,26.0,8.0,2.95
313661,558760,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/3/2011 12:38,2.95,16918.0,United Kingdom,26,7,17.700000000000003,26.0,9.0,2.95
252459,558768,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,7/3/2011 13:33,2.95,15952.0,United Kingdom,26,7,8.850000000000001,26.0,6.0,2.95
476578,558777,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,7/4/2011 10:23,5.79,,United Kingdom,27,7,11.58,26.0,3.0,2.95
476742,558810,85123a,WHITE HANGING HEART T-LIGHT HOLDER,1,7/4/2011 11:11,6.63,,United Kingdom,27,7,6.63,27.0,2.0,5.79
333733,558863,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,7/4/2011 12:28,2.95,17243.0,United Kingdom,27,7,2.95,27.0,1.0,6.63
333746,558863,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,7/4/2011 12:28,2.95,17243.0,United Kingdom,27,7,8.850000000000001,27.0,1.0,2.95
214560,558900,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,7/4/2011 16:06,2.95,15349.0,United Kingdom,27,7,5.9,27.0,3.0,2.95
319086,558916,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,7/5/2011 9:33,2.55,16985.0,United Kingdom,27,7,163.2,27.0,2.0,2.95
348593,558926,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/5/2011 10:21,2.95,17469.0,United Kingdom,27,7,17.700000000000003,27.0,64.0,2.55
127891,558963,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,7/5/2011 10:57,2.55,14235.0,United Kingdom,27,7,81.6,27.0,6.0,2.95
180131,559006,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,7/5/2011 12:41,2.55,14905.0,United Kingdom,27,7,81.6,27.0,32.0,2.55
192167,559109,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,7/6/2011 11:52,2.95,15021.0,United Kingdom,27,7,8.850000000000001,27.0,32.0,2.55
478898,559163,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,7/6/2011 16:33,5.79,,United Kingdom,27,7,11.58,27.0,3.0,2.95
88667,559327,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,7/7/2011 15:21,2.95,13681.0,United Kingdom,27,7,11.8,27.0,2.0,5.79
479481,559337,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,7/7/2011 16:27,5.79,,United Kingdom,27,7,11.58,27.0,4.0,2.95
479730,559338,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,7/7/2011 16:30,2.95,,United Kingdom,27,7,14.75,27.0,2.0,5.79
374648,559352,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,7/7/2011 17:47,2.95,17837.0,United Kingdom,27,7,11.8,27.0,5.0,2.95
218443,559356,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/7/2011 18:29,2.95,15416.0,United Kingdom,27,7,17.700000000000003,27.0,4.0,2.95
326205,559357,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,7/7/2011 18:56,2.55,17107.0,United Kingdom,27,7,81.6,27.0,6.0,2.95
236098,559358,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/7/2011 19:14,2.95,15675.0,United Kingdom,27,7,17.700000000000003,27.0,32.0,2.55
55877,559366,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,7/8/2011 9:03,2.95,13102.0,United Kingdom,27,7,53.1,27.0,6.0,2.95
186470,559457,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,7/8/2011 12:50,2.95,14918.0,United Kingdom,27,7,35.400000000000006,27.0,18.0,2.95
479970,559491,85123a,WHITE HANGING HEART T-LIGHT HOLDER,4,7/8/2011 13:53,6.63,,United Kingdom,27,7,26.52,27.0,12.0,2.95
480464,559506,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,7/8/2011 15:17,5.79,,United Kingdom,27,7,11.58,27.0,4.0,6.63
480493,559514,85123a,WHITE HANGING HEART T-LIGHT HOLDER,1,7/8/2011 15:57,6.63,,United Kingdom,27,7,6.63,27.0,2.0,5.79
314538,559525,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/10/2011 10:30,2.95,16923.0,United Kingdom,27,7,17.700000000000003,27.0,1.0,6.63
50014,559528,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,7/10/2011 11:34,2.95,13064.0,United Kingdom,27,7,26.55,27.0,6.0,2.95
327048,559542,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,7/10/2011 13:32,2.95,17126.0,United Kingdom,27,7,8.850000000000001,27.0,9.0,2.95
63519,559549,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,7/10/2011 15:25,2.95,13230.0,United Kingdom,27,7,5.9,27.0,3.0,2.95
244955,559640,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,7/11/2011 12:30,2.55,15812.0,United Kingdom,28,7,81.6,27.0,2.0,2.95
151886,559653,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,7/11/2011 12:49,2.95,14552.0,United Kingdom,28,7,8.850000000000001,28.0,32.0,2.55
289590,559662,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,7/11/2011 13:32,2.95,16572.0,United Kingdom,28,7,35.400000000000006,28.0,3.0,2.95
15539,559665,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,7/11/2011 13:35,2.95,12556.0,Spain,28,7,5.9,28.0,12.0,2.95
53429,559691,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,7/11/2011 15:52,2.55,13089.0,United Kingdom,28,7,81.6,28.0,2.0,2.95
347505,559700,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,7/12/2011 9:04,3.24,17450.0,United Kingdom,28,7,414.72,28.0,32.0,2.55
256911,559701,85123A,WHITE HANGING HEART T-LIGHT HOLDER,512,7/12/2011 9:10,2.55,16013.0,United Kingdom,28,7,1305.6,28.0,128.0,3.24
290689,559706,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/12/2011 10:02,2.95,16609.0,United Kingdom,28,7,17.700000000000003,28.0,512.0,2.55
371418,559745,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,7/12/2011 11:15,2.95,17790.0,United Kingdom,28,7,5.9,28.0,6.0,2.95
398760,559774,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,7/12/2011 11:37,2.95,18122.0,United Kingdom,28,7,11.8,28.0,2.0,2.95
151742,559790,85123A,WHITE HANGING HEART T-LIGHT HOLDER,96,7/12/2011 12:19,2.55,14548.0,United Kingdom,28,7,244.79999999999998,28.0,4.0,2.95
362697,559791,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,7/12/2011 12:24,2.55,17675.0,United Kingdom,28,7,81.6,28.0,96.0,2.55
481188,559801,85123a,WHITE HANGING HEART T-LIGHT HOLDER,1,7/12/2011 13:46,6.63,,United Kingdom,28,7,6.63,28.0,32.0,2.55
481237,559802,85123a,WHITE HANGING HEART T-LIGHT HOLDER,2,7/12/2011 13:48,6.63,,United Kingdom,28,7,13.26,28.0,1.0,6.63
280033,559809,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,7/12/2011 14:57,2.95,16409.0,United Kingdom,28,7,2.95,28.0,2.0,6.63
481655,559816,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,7/12/2011 16:11,5.79,,United Kingdom,28,7,11.58,28.0,1.0,2.95
354485,559824,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,7/12/2011 17:23,2.95,17576.0,United Kingdom,28,7,8.850000000000001,28.0,2.0,5.79
100555,559836,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/13/2011 10:09,2.95,13911.0,United Kingdom,28,7,17.700000000000003,28.0,3.0,2.95
65697,559887,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,7/13/2011 11:44,2.95,13263.0,United Kingdom,28,7,5.9,28.0,6.0,2.95
282441,559888,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,7/13/2011 11:47,2.95,16450.0,United Kingdom,28,7,70.80000000000001,28.0,2.0,2.95
122312,559894,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,7/13/2011 12:06,2.95,14159.0,United Kingdom,28,7,20.650000000000002,28.0,24.0,2.95
402969,559906,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/13/2011 13:33,2.95,18219.0,United Kingdom,28,7,17.700000000000003,28.0,7.0,2.95
403521,559918,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,7/13/2011 15:29,2.95,18225.0,United Kingdom,28,7,35.400000000000006,28.0,6.0,2.95
87730,559921,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,7/13/2011 15:42,2.95,13667.0,United Kingdom,28,7,2.95,28.0,12.0,2.95
368007,559930,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/14/2011 9:22,2.95,17738.0,United Kingdom,28,7,17.700000000000003,28.0,1.0,2.95
298253,559933,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/14/2011 9:54,2.95,16719.0,United Kingdom,28,7,17.700000000000003,28.0,6.0,2.95
337212,559938,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,7/14/2011 10:15,2.95,17315.0,United Kingdom,28,7,11.8,28.0,6.0,2.95
176815,559951,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,7/14/2011 10:52,2.95,14847.0,United Kingdom,28,7,53.1,28.0,4.0,2.95
217725,559988,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,7/14/2011 12:17,2.95,15402.0,United Kingdom,28,7,29.5,28.0,18.0,2.95
190724,560024,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,7/14/2011 13:00,2.95,15005.0,United Kingdom,28,7,14.75,28.0,10.0,2.95
406361,560025,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,7/14/2011 13:00,2.95,18283.0,United Kingdom,28,7,2.95,28.0,5.0,2.95
365360,560035,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/14/2011 13:41,2.95,17706.0,United Kingdom,28,7,17.700000000000003,28.0,1.0,2.95
182389,560036,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,7/14/2011 13:51,2.95,14911.0,EIRE,28,7,70.80000000000001,28.0,6.0,2.95
79473,560048,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/14/2011 15:02,2.95,13515.0,United Kingdom,28,7,17.700000000000003,28.0,24.0,2.95
401013,560087,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,7/14/2011 16:39,2.55,18172.0,United Kingdom,28,7,326.4,28.0,6.0,2.95
104497,560102,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/14/2011 18:28,2.95,13994.0,United Kingdom,28,7,17.700000000000003,28.0,128.0,2.55
387670,560104,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,7/14/2011 18:56,2.95,17921.0,United Kingdom,28,7,11.8,28.0,6.0,2.95
43012,560107,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/15/2011 8:09,2.95,12928.0,United Kingdom,28,7,17.700000000000003,28.0,4.0,2.95
482665,560121,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,7/15/2011 10:33,2.95,,United Kingdom,28,7,5.9,28.0,6.0,2.95
398263,560125,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,7/15/2011 10:44,2.95,18118.0,United Kingdom,28,7,5.9,28.0,2.0,2.95
153225,560224,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,7/15/2011 16:06,2.95,14572.0,United Kingdom,28,7,26.55,28.0,2.0,2.95
482674,560225,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,7/15/2011 16:27,5.79,,United Kingdom,28,7,23.16,28.0,9.0,2.95
238391,560240,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,7/17/2011 11:59,2.95,15716.0,United Kingdom,28,7,29.5,28.0,4.0,5.79
370701,560251,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,7/17/2011 12:32,2.95,17774.0,United Kingdom,28,7,8.850000000000001,28.0,10.0,2.95
