,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,week,month,revenue,lag_q,lag_unit_price,lag_week
349486,573780,23084,RABBIT NIGHT LIGHT,6,11/1/2011 11:12,2.08,17503.0,United Kingdom,44,11,12.48,18.0,2.08,44.0
317979,573830,23084,RABBIT NIGHT LIGHT,15,11/1/2011 11:35,2.08,16960.0,United Kingdom,44,11,31.200000000000003,6.0,2.08,44.0
23296,573867,23084,RABBIT NIGHT LIGHT,48,11/1/2011 12:12,1.79,12674.0,France,44,11,85.92,15.0,2.08,44.0
340411,573873,23084,RABBIT NIGHT LIGHT,3,11/1/2011 12:39,2.08,17346.0,United Kingdom,44,11,6.24,48.0,1.79,44.0
191818,573875,23084,RABBIT NIGHT LIGHT,6,11/1/2011 12:47,2.08,15018.0,United Kingdom,44,11,12.48,3.0,2.08,44.0
24718,573891,23084,RABBIT NIGHT LIGHT,216,11/1/2011 13:56,1.79,12682.0,France,44,11,386.64,6.0,2.08,44.0
373538,573894,23084,RABBIT NIGHT LIGHT,3,11/1/2011 13:59,2.08,17812.0,United Kingdom,44,11,6.24,216.0,1.79,44.0
299939,573897,23084,RABBIT NIGHT LIGHT,3,11/1/2011 14:29,2.08,16729.0,United Kingdom,44,11,6.24,3.0,2.08,44.0
163712,573903,23084,RABBIT NIGHT LIGHT,8,11/1/2011 14:51,2.08,14667.0,United Kingdom,44,11,16.64,3.0,2.08,44.0
146367,573904,23084,RABBIT NIGHT LIGHT,3,11/1/2011 14:54,2.08,14505.0,United Kingdom,44,11,6.24,8.0,2.08,44.0
146376,573904,23084,RABBIT NIGHT LIGHT,3,11/1/2011 14:54,2.08,14505.0,United Kingdom,44,11,6.24,3.0,2.08,44.0
146500,573904,23084,RABBIT NIGHT LIGHT,2,11/1/2011 14:54,2.08,14505.0,United Kingdom,44,11,4.16,3.0,2.08,44.0
106481,573922,23084,RABBIT NIGHT LIGHT,48,11/2/2011 9:22,1.79,14032.0,United Kingdom,44,11,85.92,2.0,2.08,44.0
389712,573923,23084,RABBIT NIGHT LIGHT,5,11/2/2011 9:31,2.08,17965.0,United Kingdom,44,11,10.4,48.0,1.79,44.0
310309,573931,23084,RABBIT NIGHT LIGHT,12,11/2/2011 10:16,2.08,16884.0,United Kingdom,44,11,24.96,5.0,2.08,44.0
240995,574009,23084,RABBIT NIGHT LIGHT,4,11/2/2011 11:49,2.08,15750.0,United Kingdom,44,11,8.32,12.0,2.08,44.0
77617,574018,23084,RABBIT NIGHT LIGHT,24,11/2/2011 12:04,1.79,13477.0,United Kingdom,44,11,42.96,4.0,2.08,44.0
164208,574020,23084,RABBIT NIGHT LIGHT,6,11/2/2011 12:15,2.08,14673.0,United Kingdom,44,11,12.48,24.0,1.79,44.0
18090,574022,23084,RABBIT NIGHT LIGHT,48,11/2/2011 12:20,1.79,12594.0,Italy,44,11,85.92,6.0,2.08,44.0
290538,574036,23084,RABBIT NIGHT LIGHT,18,11/2/2011 12:46,2.08,16607.0,United Kingdom,44,11,37.44,48.0,1.79,44.0
388257,574042,23084,RABBIT NIGHT LIGHT,24,11/2/2011 13:05,1.79,17947.0,United Kingdom,44,11,42.96,18.0,2.08,44.0
97588,574045,23084,RABBIT NIGHT LIGHT,24,11/2/2011 13:18,1.79,13854.0,United Kingdom,44,11,42.96,24.0,1.79,44.0
69323,574047,23084,RABBIT NIGHT LIGHT,24,11/2/2011 13:26,1.79,13318.0,United Kingdom,44,11,42.96,24.0,1.79,44.0
100301,574050,23084,RABBIT NIGHT LIGHT,6,11/2/2011 13:41,2.08,13904.0,United Kingdom,44,11,12.48,24.0,1.79,44.0
161417,574058,23084,RABBIT NIGHT LIGHT,216,11/2/2011 14:10,2.08,14646.0,Netherlands,44,11,449.28000000000003,6.0,2.08,44.0
286621,574060,23084,RABBIT NIGHT LIGHT,6,11/2/2011 14:16,2.08,16531.0,United Kingdom,44,11,12.48,216.0,2.08,44.0
11755,574068,23084,RABBIT NIGHT LIGHT,96,11/2/2011 14:51,1.79,12490.0,France,44,11,171.84,6.0,2.08,44.0
22265,574071,23084,RABBIT NIGHT LIGHT,6,11/2/2011 14:57,2.08,12654.0,Germany,44,11,12.48,96.0,1.79,44.0
515180,574074,23084,RABBIT NIGHT LIGHT,3,11/2/2011 15:33,4.13,,United Kingdom,44,11,12.39,6.0,2.08,44.0
515655,574076,23084,RABBIT NIGHT LIGHT,17,11/2/2011 15:38,4.13,,United Kingdom,44,11,70.21,3.0,4.13,44.0
243976,574081,23084,RABBIT NIGHT LIGHT,12,11/2/2011 16:37,2.08,15804.0,United Kingdom,44,11,24.96,17.0,4.13,44.0
268265,574082,23084,RABBIT NIGHT LIGHT,14,11/2/2011 16:37,2.08,16205.0,United Kingdom,44,11,29.12,12.0,2.08,44.0
235214,574086,23084,RABBIT NIGHT LIGHT,48,11/3/2011 8:39,1.79,15651.0,United Kingdom,44,11,85.92,14.0,2.08,44.0
84585,574096,23084,RABBIT NIGHT LIGHT,12,11/3/2011 9:55,2.08,13599.0,United Kingdom,44,11,24.96,48.0,1.79,44.0
264000,574102,23084,RABBIT NIGHT LIGHT,6,11/3/2011 10:27,2.08,16128.0,United Kingdom,44,11,12.48,12.0,2.08,44.0
19357,574104,23084,RABBIT NIGHT LIGHT,96,11/3/2011 10:45,1.79,12615.0,France,44,11,171.84,6.0,2.08,44.0
4647,574138,23084,RABBIT NIGHT LIGHT,96,11/3/2011 11:26,1.79,12415.0,Australia,44,11,171.84,96.0,1.79,44.0
6732,574252,23084,RABBIT NIGHT LIGHT,6,11/3/2011 13:24,2.08,12437.0,France,44,11,12.48,96.0,1.79,44.0
73560,574280,23084,RABBIT NIGHT LIGHT,72,11/3/2011 14:47,1.79,13408.0,United Kingdom,44,11,128.88,6.0,2.08,44.0
177629,574281,23084,RABBIT NIGHT LIGHT,48,11/3/2011 14:47,1.79,14856.0,United Kingdom,44,11,85.92,72.0,1.79,44.0
360384,574286,23084,RABBIT NIGHT LIGHT,24,11/3/2011 15:02,1.79,17644.0,United Kingdom,44,11,42.96,48.0,1.79,44.0
515927,574298,23084,RABBIT NIGHT LIGHT,13,11/3/2011 15:56,4.13,,United Kingdom,44,11,53.69,24.0,1.79,44.0
159169,574300,23084,RABBIT NIGHT LIGHT,24,11/3/2011 16:12,1.79,14636.0,United Kingdom,44,11,42.96,13.0,4.13,44.0
139947,574304,23084,RABBIT NIGHT LIGHT,1,11/3/2011 16:30,2.08,14428.0,United Kingdom,44,11,2.08,24.0,1.79,44.0
244653,574307,23084,RABBIT NIGHT LIGHT,6,11/3/2011 16:40,2.08,15809.0,United Kingdom,44,11,12.48,1.0,2.08,44.0
66862,574313,23084,RABBIT NIGHT LIGHT,12,11/3/2011 17:45,2.08,13267.0,United Kingdom,44,11,24.96,6.0,2.08,44.0
60902,574331,23084,RABBIT NIGHT LIGHT,24,11/4/2011 9:24,1.79,13178.0,United Kingdom,44,11,42.96,12.0,2.08,44.0
92850,574348,23084,RABBIT NIGHT LIGHT,24,11/4/2011 10:28,1.79,13756.0,United Kingdom,44,11,42.96,24.0,1.79,44.0
43852,574387,23084,RABBIT NIGHT LIGHT,6,11/4/2011 11:04,2.08,12944.0,United Kingdom,44,11,12.48,24.0,1.79,44.0
26310,574442,23084,RABBIT NIGHT LIGHT,72,11/4/2011 11:40,1.79,12704.0,Finland,44,11,128.88,6.0,2.08,44.0
5927,574469,23084,RABBIT NIGHT LIGHT,336,11/4/2011 11:55,1.79,12431.0,Australia,44,11,601.44,72.0,1.79,44.0
390719,574474,23084,RABBIT NIGHT LIGHT,1,11/4/2011 12:05,2.08,17979.0,United Kingdom,44,11,2.08,336.0,1.79,44.0
330217,574476,23084,RABBIT NIGHT LIGHT,3,11/4/2011 12:20,2.08,17203.0,United Kingdom,44,11,6.24,1.0,2.08,44.0
330246,574478,23084,RABBIT NIGHT LIGHT,4,11/4/2011 12:27,2.08,17203.0,United Kingdom,44,11,8.32,3.0,2.08,44.0
391986,574481,23084,RABBIT NIGHT LIGHT,1,11/4/2011 12:45,2.08,18022.0,United Kingdom,44,11,2.08,4.0,2.08,44.0
391875,574481,23084,RABBIT NIGHT LIGHT,4,11/4/2011 12:45,2.08,18022.0,United Kingdom,44,11,8.32,1.0,2.08,44.0
391891,574481,23084,RABBIT NIGHT LIGHT,1,11/4/2011 12:45,2.08,18022.0,United Kingdom,44,11,2.08,4.0,2.08,44.0
391964,574481,23084,RABBIT NIGHT LIGHT,1,11/4/2011 12:45,2.08,18022.0,United Kingdom,44,11,2.08,1.0,2.08,44.0
391981,574481,23084,RABBIT NIGHT LIGHT,1,11/4/2011 12:45,2.08,18022.0,United Kingdom,44,11,2.08,1.0,2.08,44.0
391950,574481,23084,RABBIT NIGHT LIGHT,1,11/4/2011 12:45,2.08,18022.0,United Kingdom,44,11,2.08,1.0,2.08,44.0
335079,574502,23084,RABBIT NIGHT LIGHT,5,11/4/2011 13:16,2.08,17274.0,United Kingdom,44,11,10.4,1.0,2.08,44.0
332750,574529,23084,RABBIT NIGHT LIGHT,5,11/4/2011 14:06,2.08,17233.0,United Kingdom,44,11,10.4,5.0,2.08,44.0
109302,574559,23084,RABBIT NIGHT LIGHT,24,11/4/2011 15:50,1.79,14056.0,United Kingdom,44,11,42.96,5.0,2.08,44.0
364981,574560,23084,RABBIT NIGHT LIGHT,12,11/4/2011 15:51,2.08,17703.0,United Kingdom,44,11,24.96,24.0,1.79,44.0
516497,574561,23084,RABBIT NIGHT LIGHT,33,11/4/2011 15:52,4.13,,United Kingdom,44,11,136.29,12.0,2.08,44.0
394883,574590,23084,RABBIT NIGHT LIGHT,48,11/6/2011 10:44,1.79,18077.0,United Kingdom,44,11,85.92,33.0,4.13,44.0
370399,574624,23084,RABBIT NIGHT LIGHT,24,11/6/2011 11:20,1.79,17769.0,United Kingdom,44,11,42.96,48.0,1.79,44.0
230571,574654,23084,RABBIT NIGHT LIGHT,1,11/6/2011 11:32,2.08,15571.0,United Kingdom,44,11,2.08,24.0,1.79,44.0
230565,574654,23084,RABBIT NIGHT LIGHT,2,11/6/2011 11:32,2.08,15571.0,United Kingdom,44,11,4.16,1.0,2.08,44.0
75229,574661,23084,RABBIT NIGHT LIGHT,24,11/6/2011 11:56,1.79,13447.0,United Kingdom,44,11,42.96,2.0,2.08,44.0
80687,574663,23084,RABBIT NIGHT LIGHT,6,11/6/2011 12:04,2.08,13527.0,United Kingdom,44,11,12.48,24.0,1.79,44.0
266189,574666,23084,RABBIT NIGHT LIGHT,144,11/6/2011 12:10,1.79,16168.0,United Kingdom,44,11,257.76,6.0,2.08,44.0
225087,574667,23084,RABBIT NIGHT LIGHT,10,11/6/2011 12:12,2.08,15514.0,United Kingdom,44,11,20.8,144.0,1.79,44.0
335918,574675,23084,RABBIT NIGHT LIGHT,11,11/6/2011 12:31,2.08,17289.0,United Kingdom,44,11,22.880000000000003,10.0,2.08,44.0
71787,574678,23084,RABBIT NIGHT LIGHT,6,11/6/2011 12:36,2.08,13365.0,United Kingdom,44,11,12.48,11.0,2.08,44.0
188523,574682,23084,RABBIT NIGHT LIGHT,2,11/6/2011 12:44,2.08,14963.0,United Kingdom,44,11,4.16,6.0,2.08,44.0
188550,574682,23084,RABBIT NIGHT LIGHT,3,11/6/2011 12:44,2.08,14963.0,United Kingdom,44,11,6.24,2.0,2.08,44.0
355222,574685,23084,RABBIT NIGHT LIGHT,12,11/6/2011 12:59,2.08,17581.0,United Kingdom,44,11,24.96,3.0,2.08,44.0
21598,574690,23084,RABBIT NIGHT LIGHT,12,11/6/2011 13:11,2.08,12638.0,Sweden,44,11,24.96,12.0,2.08,44.0
2361,574694,23084,RABBIT NIGHT LIGHT,12,11/6/2011 13:36,2.08,12381.0,Norway,44,11,24.96,12.0,2.08,44.0
370058,574709,23084,RABBIT NIGHT LIGHT,6,11/6/2011 14:14,2.08,17768.0,United Kingdom,44,11,12.48,12.0,2.08,44.0
219064,574710,23084,RABBIT NIGHT LIGHT,4,11/6/2011 14:17,2.08,15427.0,United Kingdom,44,11,8.32,6.0,2.08,44.0
219162,574714,23084,RABBIT NIGHT LIGHT,6,11/6/2011 14:29,2.08,15427.0,United Kingdom,44,11,12.48,4.0,2.08,44.0
387325,574721,23084,RABBIT NIGHT LIGHT,5,11/6/2011 14:43,2.08,17920.0,United Kingdom,44,11,10.4,6.0,2.08,44.0
178060,574737,23084,RABBIT NIGHT LIGHT,6,11/6/2011 15:53,2.08,14868.0,United Kingdom,44,11,12.48,5.0,2.08,44.0
214709,574743,23084,RABBIT NIGHT LIGHT,1,11/6/2011 16:14,2.08,15351.0,United Kingdom,44,11,2.08,6.0,2.08,44.0
214717,574743,23084,RABBIT NIGHT LIGHT,6,11/6/2011 16:14,2.08,15351.0,United Kingdom,44,11,12.48,1.0,2.08,44.0
51089,574755,23084,RABBIT NIGHT LIGHT,48,11/7/2011 9:28,1.79,13078.0,United Kingdom,45,11,85.92,6.0,2.08,44.0
55035,574824,23084,RABBIT NIGHT LIGHT,12,11/7/2011 10:43,2.08,13097.0,United Kingdom,45,11,24.96,48.0,1.79,45.0
249406,574826,23084,RABBIT NIGHT LIGHT,3,11/7/2011 10:58,2.08,15870.0,United Kingdom,45,11,6.24,12.0,2.08,45.0
58591,574835,23084,RABBIT NIGHT LIGHT,12,11/7/2011 11:31,2.08,13139.0,United Kingdom,45,11,24.96,3.0,2.08,45.0
516770,574856,23084,RABBIT NIGHT LIGHT,22,11/7/2011 12:06,4.13,,United Kingdom,45,11,90.86,12.0,2.08,45.0
3633,574862,23084,RABBIT NIGHT LIGHT,48,11/7/2011 12:27,1.79,12408.0,Belgium,45,11,85.92,22.0,4.13,45.0
136211,574864,23084,RABBIT NIGHT LIGHT,24,11/7/2011 12:29,1.79,14387.0,United Kingdom,45,11,42.96,48.0,1.79,45.0
136214,574864,23084,RABBIT NIGHT LIGHT,24,11/7/2011 12:29,1.79,14387.0,United Kingdom,45,11,42.96,24.0,1.79,45.0
162179,574878,23084,RABBIT NIGHT LIGHT,3,11/7/2011 13:18,2.08,14653.0,United Kingdom,45,11,6.24,24.0,1.79,45.0
37573,574881,23084,RABBIT NIGHT LIGHT,6,11/7/2011 13:30,2.08,12832.0,United Kingdom,45,11,12.48,3.0,2.08,45.0
84647,574882,23084,RABBIT NIGHT LIGHT,3,11/7/2011 13:45,2.08,13599.0,United Kingdom,45,11,6.24,6.0,2.08,45.0
9373,574885,23084,RABBIT NIGHT LIGHT,48,11/7/2011 14:01,1.79,12472.0,Germany,45,11,85.92,3.0,2.08,45.0
319907,574896,23084,RABBIT NIGHT LIGHT,3,11/7/2011 14:51,2.08,17014.0,United Kingdom,45,11,6.24,48.0,1.79,45.0
256470,574908,23084,RABBIT NIGHT LIGHT,24,11/7/2011 15:37,1.79,16009.0,United Kingdom,45,11,42.96,3.0,2.08,45.0
110548,574911,23084,RABBIT NIGHT LIGHT,6,11/7/2011 15:49,2.08,14073.0,United Kingdom,45,11,12.48,24.0,1.79,45.0
103872,574920,23084,RABBIT NIGHT LIGHT,12,11/7/2011 16:34,2.08,13985.0,United Kingdom,45,11,24.96,6.0,2.08,45.0
326507,574939,23084,RABBIT NIGHT LIGHT,3,11/7/2011 17:16,2.08,17109.0,United Kingdom,45,11,6.24,12.0,2.08,45.0
186691,574940,23084,RABBIT NIGHT LIGHT,6,11/7/2011 17:21,2.08,14929.0,United Kingdom,45,11,12.48,3.0,2.08,45.0
516940,574941,23084,RABBIT NIGHT LIGHT,628,11/7/2011 17:42,4.95,,United Kingdom,45,11,3108.6,6.0,2.08,45.0
517227,574950,23084,RABBIT NIGHT LIGHT,24,11/8/2011 9:29,4.13,,United Kingdom,45,11,99.12,628.0,4.95,45.0
241986,574951,23084,RABBIT NIGHT LIGHT,6,11/8/2011 9:44,2.08,15763.0,United Kingdom,45,11,12.48,24.0,4.13,45.0
300087,574956,23084,RABBIT NIGHT LIGHT,12,11/8/2011 9:54,2.08,16732.0,United Kingdom,45,11,24.96,6.0,2.08,45.0
389352,574965,23084,RABBIT NIGHT LIGHT,3,11/8/2011 10:44,2.08,17964.0,United Kingdom,45,11,6.24,12.0,2.08,45.0
389332,574965,23084,RABBIT NIGHT LIGHT,1,11/8/2011 10:44,2.08,17964.0,United Kingdom,45,11,2.08,3.0,2.08,45.0
389389,574965,23084,RABBIT NIGHT LIGHT,7,11/8/2011 10:44,2.08,17964.0,United Kingdom,45,11,14.56,1.0,2.08,45.0
389355,574965,23084,RABBIT NIGHT LIGHT,4,11/8/2011 10:44,2.08,17964.0,United Kingdom,45,11,8.32,7.0,2.08,45.0
179644,574966,23084,RABBIT NIGHT LIGHT,12,11/8/2011 10:50,2.08,14901.0,United Kingdom,45,11,24.96,4.0,2.08,45.0
331150,575017,23084,RABBIT NIGHT LIGHT,4,11/8/2011 11:25,2.08,17219.0,United Kingdom,45,11,8.32,12.0,2.08,45.0
61897,575027,23084,RABBIT NIGHT LIGHT,48,11/8/2011 11:29,1.79,13199.0,United Kingdom,45,11,85.92,4.0,2.08,45.0
191118,575039,23084,RABBIT NIGHT LIGHT,2,11/8/2011 11:53,2.08,15005.0,United Kingdom,45,11,4.16,48.0,1.79,45.0
335973,575041,23084,RABBIT NIGHT LIGHT,12,11/8/2011 12:01,2.08,17289.0,United Kingdom,45,11,24.96,2.0,2.08,45.0
28383,575049,23084,RABBIT NIGHT LIGHT,18,11/8/2011 12:13,2.08,12721.0,France,45,11,37.44,12.0,2.08,45.0
54018,575060,23084,RABBIT NIGHT LIGHT,12,11/8/2011 12:29,2.08,13089.0,United Kingdom,45,11,24.96,18.0,2.08,45.0
103149,575073,23084,RABBIT NIGHT LIGHT,24,11/8/2011 13:10,1.79,13975.0,United Kingdom,45,11,42.96,12.0,2.08,45.0
32679,575117,23084,RABBIT NIGHT LIGHT,1,11/8/2011 14:22,2.08,12748.0,United Kingdom,45,11,2.08,24.0,1.79,45.0
32720,575117,23084,RABBIT NIGHT LIGHT,1,11/8/2011 14:22,2.08,12748.0,United Kingdom,45,11,2.08,1.0,2.08,45.0
517497,575130,23084,RABBIT NIGHT LIGHT,1,11/8/2011 14:38,2.08,,United Kingdom,45,11,2.08,1.0,2.08,45.0
54308,575137,23084,RABBIT NIGHT LIGHT,12,11/8/2011 15:13,2.08,13090.0,United Kingdom,45,11,24.96,1.0,2.08,45.0
517649,575138,23084,RABBIT NIGHT LIGHT,12,11/8/2011 15:24,4.13,,United Kingdom,45,11,49.56,12.0,2.08,45.0
517650,575138,23084,RABBIT NIGHT LIGHT,4,11/8/2011 15:24,4.96,,United Kingdom,45,11,19.84,12.0,4.13,45.0
272824,575152,23084,RABBIT NIGHT LIGHT,5,11/8/2011 16:12,2.08,16284.0,United Kingdom,45,11,10.4,4.0,4.96,45.0
2971,575154,23084,RABBIT NIGHT LIGHT,6,11/8/2011 16:15,2.08,12395.0,Belgium,45,11,12.48,5.0,2.08,45.0
320669,575166,23084,RABBIT NIGHT LIGHT,6,11/8/2011 17:09,2.08,17022.0,United Kingdom,45,11,12.48,6.0,2.08,45.0
203613,575167,23084,RABBIT NIGHT LIGHT,6,11/8/2011 17:09,2.08,15153.0,United Kingdom,45,11,12.48,6.0,2.08,45.0
135619,575169,23084,RABBIT NIGHT LIGHT,6,11/8/2011 17:21,2.08,14367.0,United Kingdom,45,11,12.48,6.0,2.08,45.0
518049,575176,23084,RABBIT NIGHT LIGHT,28,11/8/2011 18:29,4.13,,United Kingdom,45,11,115.64,6.0,2.08,45.0
518478,575177,23084,RABBIT NIGHT LIGHT,12,11/8/2011 18:41,4.13,,United Kingdom,45,11,49.56,28.0,4.13,45.0
24202,575193,23084,RABBIT NIGHT LIGHT,24,11/9/2011 9:34,1.79,12681.0,France,45,11,42.96,12.0,4.13,45.0
42723,575200,23084,RABBIT NIGHT LIGHT,6,11/9/2011 9:50,2.08,12921.0,United Kingdom,45,11,12.48,24.0,1.79,45.0
48259,575202,23084,RABBIT NIGHT LIGHT,6,11/9/2011 10:14,2.08,13018.0,United Kingdom,45,11,12.48,6.0,2.08,45.0
48260,575203,23084,RABBIT NIGHT LIGHT,24,11/9/2011 10:14,1.79,13018.0,United Kingdom,45,11,42.96,6.0,2.08,45.0
169970,575210,23084,RABBIT NIGHT LIGHT,6,11/9/2011 10:32,2.08,14732.0,United Kingdom,45,11,12.48,24.0,1.79,45.0
336179,575325,23084,RABBIT NIGHT LIGHT,6,11/9/2011 13:46,2.08,17293.0,United Kingdom,45,11,12.48,6.0,2.08,45.0
62490,575332,23084,RABBIT NIGHT LIGHT,48,11/9/2011 13:53,1.79,13209.0,United Kingdom,45,11,85.92,6.0,2.08,45.0
144400,575334,23084,RABBIT NIGHT LIGHT,6,11/9/2011 13:54,2.08,14493.0,United Kingdom,45,11,12.48,48.0,1.79,45.0
43169,575335,23084,RABBIT NIGHT LIGHT,300,11/9/2011 13:56,1.79,12931.0,United Kingdom,45,11,537.0,6.0,2.08,45.0
188806,575336,23084,RABBIT NIGHT LIGHT,1,11/9/2011 13:58,2.08,14968.0,United Kingdom,45,11,2.08,300.0,1.79,45.0
384767,575337,23084,RABBIT NIGHT LIGHT,1,11/9/2011 14:11,2.08,17867.0,United Kingdom,45,11,2.08,1.0,2.08,45.0
352238,575342,23084,RABBIT NIGHT LIGHT,6,11/9/2011 14:44,2.08,17528.0,United Kingdom,45,11,12.48,1.0,2.08,45.0
144002,575368,23084,RABBIT NIGHT LIGHT,1,11/9/2011 15:07,2.08,14482.0,United Kingdom,45,11,2.08,6.0,2.08,45.0
518951,575477,23084,RABBIT NIGHT LIGHT,19,11/9/2011 16:14,4.13,,United Kingdom,45,11,78.47,1.0,2.08,45.0
251459,575482,23084,RABBIT NIGHT LIGHT,6,11/9/2011 16:33,2.08,15916.0,United Kingdom,45,11,12.48,19.0,4.13,45.0
293550,575484,23084,RABBIT NIGHT LIGHT,6,11/9/2011 17:02,2.08,16670.0,United Kingdom,45,11,12.48,6.0,2.08,45.0
329979,575507,23084,RABBIT NIGHT LIGHT,12,11/10/2011 10:32,2.08,17197.0,United Kingdom,45,11,24.96,6.0,2.08,45.0
118939,575512,23084,RABBIT NIGHT LIGHT,12,11/10/2011 10:36,2.08,14121.0,United Kingdom,45,11,24.96,12.0,2.08,45.0
339585,575516,23084,RABBIT NIGHT LIGHT,12,11/10/2011 10:45,2.08,17340.0,United Kingdom,45,11,24.96,12.0,2.08,45.0
24726,575519,23084,RABBIT NIGHT LIGHT,48,11/10/2011 10:53,1.79,12682.0,France,45,11,85.92,12.0,2.08,45.0
352797,575520,23084,RABBIT NIGHT LIGHT,6,11/10/2011 10:56,2.08,17537.0,United Kingdom,45,11,12.48,48.0,1.79,45.0
103585,575525,23084,RABBIT NIGHT LIGHT,72,11/10/2011 11:06,1.79,13983.0,United Kingdom,45,11,128.88,6.0,2.08,45.0
129112,575589,23084,RABBIT NIGHT LIGHT,12,11/10/2011 12:05,2.08,14262.0,United Kingdom,45,11,24.96,72.0,1.79,45.0
115515,575607,23084,RABBIT NIGHT LIGHT,31,11/10/2011 12:37,4.13,14096.0,United Kingdom,45,11,128.03,12.0,2.08,45.0
66879,575643,23084,RABBIT NIGHT LIGHT,12,11/10/2011 14:09,2.08,13267.0,United Kingdom,45,11,24.96,31.0,4.13,45.0
69767,575656,23084,RABBIT NIGHT LIGHT,48,11/10/2011 14:29,1.79,13319.0,United Kingdom,45,11,85.92,12.0,2.08,45.0
69809,575657,23084,RABBIT NIGHT LIGHT,18,11/10/2011 14:30,2.08,13319.0,United Kingdom,45,11,37.44,48.0,1.79,45.0
69810,575658,23084,RABBIT NIGHT LIGHT,12,11/10/2011 14:31,2.08,13319.0,United Kingdom,45,11,24.96,18.0,2.08,45.0
23148,575671,23084,RABBIT NIGHT LIGHT,48,11/10/2011 15:03,1.79,12670.0,France,45,11,85.92,12.0,2.08,45.0
236911,575685,23084,RABBIT NIGHT LIGHT,24,11/10/2011 15:57,1.79,15694.0,United Kingdom,45,11,42.96,48.0,1.79,45.0
32865,575694,23084,RABBIT NIGHT LIGHT,1,11/10/2011 16:38,2.08,12748.0,United Kingdom,45,11,2.08,24.0,1.79,45.0
76530,575708,23084,RABBIT NIGHT LIGHT,6,11/10/2011 17:17,2.08,13460.0,United Kingdom,45,11,12.48,1.0,2.08,45.0
305256,575726,23084,RABBIT NIGHT LIGHT,2,11/10/2011 19:12,2.08,16791.0,United Kingdom,45,11,4.16,6.0,2.08,45.0
2491,575734,23084,RABBIT NIGHT LIGHT,6,11/11/2011 8:39,2.08,12384.0,Switzerland,45,11,12.48,2.0,2.08,45.0
519536,575739,23084,RABBIT NIGHT LIGHT,58,11/11/2011 9:05,4.13,,United Kingdom,45,11,239.54,6.0,2.08,45.0
399524,575740,23084,RABBIT NIGHT LIGHT,12,11/11/2011 9:25,2.08,18130.0,United Kingdom,45,11,24.96,58.0,4.13,45.0
133116,575742,23084,RABBIT NIGHT LIGHT,24,11/11/2011 9:46,1.79,14309.0,United Kingdom,45,11,42.96,12.0,2.08,45.0
519799,575748,23084,RABBIT NIGHT LIGHT,6,11/11/2011 10:21,4.96,,United Kingdom,45,11,29.759999999999998,24.0,1.79,45.0
336265,575754,23084,RABBIT NIGHT LIGHT,1,11/11/2011 10:43,2.08,17295.0,United Kingdom,45,11,2.08,6.0,4.96,45.0
39638,575766,23084,RABBIT NIGHT LIGHT,3,11/11/2011 11:06,2.08,12856.0,United Kingdom,45,11,6.24,1.0,2.08,45.0
13102,575787,23084,RABBIT NIGHT LIGHT,6,11/11/2011 11:18,2.08,12518.0,Germany,45,11,12.48,3.0,2.08,45.0
104907,575838,23084,RABBIT NIGHT LIGHT,6,11/11/2011 11:38,2.08,13999.0,United Kingdom,45,11,12.48,6.0,2.08,45.0
18421,575845,23084,RABBIT NIGHT LIGHT,12,11/11/2011 12:07,2.08,12598.0,France,45,11,24.96,6.0,2.08,45.0
163001,575851,23084,RABBIT NIGHT LIGHT,3,11/11/2011 12:13,2.08,14662.0,United Kingdom,45,11,6.24,12.0,2.08,45.0
333370,575852,23084,RABBIT NIGHT LIGHT,4,11/11/2011 12:17,2.08,17238.0,United Kingdom,45,11,8.32,3.0,2.08,45.0
119170,575854,23084,RABBIT NIGHT LIGHT,6,11/11/2011 12:20,2.08,14125.0,United Kingdom,45,11,12.48,4.0,2.08,45.0
262588,575866,23084,RABBIT NIGHT LIGHT,96,11/11/2011 12:41,1.79,16107.0,United Kingdom,45,11,171.84,6.0,2.08,45.0
45821,575868,23084,RABBIT NIGHT LIGHT,24,11/11/2011 12:44,1.79,12985.0,United Kingdom,45,11,42.96,96.0,1.79,45.0
363502,575873,23084,RABBIT NIGHT LIGHT,96,11/11/2011 12:53,1.79,17677.0,United Kingdom,45,11,171.84,24.0,1.79,45.0
520131,575875,23084,RABBIT NIGHT LIGHT,22,11/11/2011 13:06,4.13,,United Kingdom,45,11,90.86,96.0,1.79,45.0
25428,575884,23084,RABBIT NIGHT LIGHT,6,11/11/2011 13:46,2.08,12685.0,France,45,11,12.48,22.0,4.13,45.0
12998,575886,23084,RABBIT NIGHT LIGHT,10,11/11/2011 13:57,2.08,12517.0,Germany,45,11,20.8,6.0,2.08,45.0
281455,575889,23084,RABBIT NIGHT LIGHT,4,11/11/2011 14:09,2.08,16433.0,United Kingdom,45,11,8.32,10.0,2.08,45.0
236843,575891,23084,RABBIT NIGHT LIGHT,6,11/11/2011 14:12,2.08,15692.0,United Kingdom,45,11,12.48,4.0,2.08,45.0
274837,575892,23084,RABBIT NIGHT LIGHT,6,11/11/2011 14:22,2.08,16332.0,United Kingdom,45,11,12.48,6.0,2.08,45.0
322256,575895,23084,RABBIT NIGHT LIGHT,3,11/11/2011 14:50,2.08,17052.0,United Kingdom,45,11,6.24,6.0,2.08,45.0
